Ligand,nConfs,idock score (kcal/mol),RF-Score (pKd)
ligand_Maybridge_HitDiscoverCmpd10157_reduced,10,-10.68,8.07
ligand_Maybridge_HitDiscoverCmpd10158_reduced,10,-6.39,7.43
ligand_Maybridge_HitDiscoverCmpd10159_reduced,10,-9.84,6.30
ligand_Maybridge_HitDiscoverCmpd1015_reduced,10,-8.83,7.26
ligand_Maybridge_HitDiscoverCmpd10160_reduced,10,-9.75,7.53
ligand_Maybridge_HitDiscoverCmpd10161_reduced,10,-10.31,7.80
ligand_Maybridge_HitDiscoverCmpd10162_reduced,10,-11.67,8.09
ligand_Maybridge_HitDiscoverCmpd10163_reduced,10,-11.23,7.93
ligand_Maybridge_HitDiscoverCmpd10164_reduced,10,-11.77,7.81
ligand_Maybridge_HitDiscoverCmpd10165_reduced,10,-11.53,7.99
ligand_Maybridge_HitDiscoverCmpd10166_reduced,10,-9.18,6.86
ligand_Maybridge_HitDiscoverCmpd10167_reduced,10,-8.41,6.03
ligand_Maybridge_HitDiscoverCmpd10168_reduced,10,-9.28,6.86
ligand_Maybridge_HitDiscoverCmpd10169_reduced,10,-8.48,6.16
ligand_Maybridge_HitDiscoverCmpd1016_reduced,10,-8.87,6.97
ligand_Maybridge_HitDiscoverCmpd10170_reduced,10,-10.08,7.04
ligand_Maybridge_HitDiscoverCmpd10171_reduced,10,-9.26,6.95
ligand_Maybridge_HitDiscoverCmpd10172_reduced,10,-11.77,7.63
ligand_Maybridge_HitDiscoverCmpd10173_reduced,10,-9.70,6.47
ligand_Maybridge_HitDiscoverCmpd10174_reduced,10,-8.42,5.96
ligand_Maybridge_HitDiscoverCmpd10175_reduced,10,-8.99,6.85
ligand_Maybridge_HitDiscoverCmpd10176_reduced,10,-5.90,8.13
ligand_Maybridge_HitDiscoverCmpd10177_reduced,10,-8.89,7.44
ligand_Maybridge_HitDiscoverCmpd10178_reduced,10,-9.52,6.75
ligand_Maybridge_HitDiscoverCmpd10179_reduced,10,-9.06,7.87
ligand_Maybridge_HitDiscoverCmpd1017_reduced,10,-11.77,7.56
ligand_Maybridge_HitDiscoverCmpd10180_reduced,10,-10.03,7.81
ligand_Maybridge_HitDiscoverCmpd10181_reduced,10,-11.13,7.67
ligand_Maybridge_HitDiscoverCmpd10182_reduced,10,-9.47,6.30
ligand_Maybridge_HitDiscoverCmpd10183_reduced,10,-8.37,6.11
ligand_Maybridge_HitDiscoverCmpd10184_reduced,10,-7.73,5.44
ligand_Maybridge_HitDiscoverCmpd10185_reduced,10,-11.42,7.54
ligand_Maybridge_HitDiscoverCmpd10186_reduced,10,-11.84,6.71
ligand_Maybridge_HitDiscoverCmpd10187_reduced,10,-9.90,7.89
ligand_Maybridge_HitDiscoverCmpd10188_reduced,10,-9.27,7.99
ligand_Maybridge_HitDiscoverCmpd10189_reduced,10,-10.05,7.37
ligand_Maybridge_HitDiscoverCmpd1018_reduced,10,-10.88,7.17
ligand_Maybridge_HitDiscoverCmpd10190_reduced,10,-9.88,7.02
ligand_Maybridge_HitDiscoverCmpd10191_reduced,10,-9.16,6.13
ligand_Maybridge_HitDiscoverCmpd10192_reduced,10,-8.72,6.40
ligand_Maybridge_HitDiscoverCmpd10193_reduced,10,-9.87,7.75
ligand_Maybridge_HitDiscoverCmpd10194_reduced,10,-7.42,4.49
ligand_Maybridge_HitDiscoverCmpd10195_reduced,10,-10.15,7.74
ligand_Maybridge_HitDiscoverCmpd10196_reduced,10,-10.03,7.98
ligand_Maybridge_HitDiscoverCmpd10197_reduced,10,-9.27,7.87
ligand_Maybridge_HitDiscoverCmpd10198_reduced,10,-9.46,6.62
ligand_Maybridge_HitDiscoverCmpd10199_reduced,10,-10.58,8.03
ligand_Maybridge_HitDiscoverCmpd1019_reduced,10,-12.26,7.78
ligand_Maybridge_HitDiscoverCmpd101_reduced,10,-8.51,6.49
ligand_Maybridge_HitDiscoverCmpd10200_reduced,10,-9.57,7.23
ligand_Maybridge_HitDiscoverCmpd10201_reduced,10,-8.16,6.85
ligand_Maybridge_HitDiscoverCmpd10202_reduced,10,-7.99,7.88
ligand_Maybridge_HitDiscoverCmpd10203_reduced,10,-10.64,8.03
ligand_Maybridge_HitDiscoverCmpd10204_reduced,10,-10.58,7.21
ligand_Maybridge_HitDiscoverCmpd10205_reduced,10,-9.28,7.09
ligand_Maybridge_HitDiscoverCmpd10206_reduced,10,-10.86,7.95
ligand_Maybridge_HitDiscoverCmpd10207_reduced,10,-10.70,7.68
ligand_Maybridge_HitDiscoverCmpd10208_reduced,10,-8.19,8.20
ligand_Maybridge_HitDiscoverCmpd10209_reduced,10,-10.93,7.23
ligand_Maybridge_HitDiscoverCmpd1020_reduced,10,-8.64,6.37
ligand_Maybridge_HitDiscoverCmpd10210_reduced,10,-11.16,7.19
ligand_Maybridge_HitDiscoverCmpd10211_reduced,10,-11.01,7.26
ligand_Maybridge_HitDiscoverCmpd10212_reduced,10,-10.67,7.46
ligand_Maybridge_HitDiscoverCmpd10213_reduced,10,-10.78,6.68
ligand_Maybridge_HitDiscoverCmpd10214_reduced,10,-10.88,7.88
ligand_Maybridge_HitDiscoverCmpd10215_reduced,10,-9.19,6.14
ligand_Maybridge_HitDiscoverCmpd10216_reduced,10,-7.91,6.23
ligand_Maybridge_HitDiscoverCmpd10217_reduced,10,-7.10,5.64
ligand_Maybridge_HitDiscoverCmpd10218_reduced,10,-10.50,8.29
ligand_Maybridge_HitDiscoverCmpd10219_reduced,10,-9.44,6.91
ligand_Maybridge_HitDiscoverCmpd1021_reduced,10,-10.49,8.06
ligand_Maybridge_HitDiscoverCmpd10220_reduced,10,-11.55,8.16
ligand_Maybridge_HitDiscoverCmpd10221_reduced,10,-9.40,6.41
ligand_Maybridge_HitDiscoverCmpd10222_reduced,10,-9.74,6.87
ligand_Maybridge_HitDiscoverCmpd10223_reduced,10,-7.90,6.60
ligand_Maybridge_HitDiscoverCmpd10224_reduced,10,-9.42,7.21
ligand_Maybridge_HitDiscoverCmpd10225_reduced,10,-9.59,6.11
ligand_Maybridge_HitDiscoverCmpd10226_reduced,10,-9.13,5.97
ligand_Maybridge_HitDiscoverCmpd10227_reduced,10,-7.56,5.78
ligand_Maybridge_HitDiscoverCmpd10228_reduced,10,-10.72,7.87
ligand_Maybridge_HitDiscoverCmpd10229_reduced,10,-8.01,6.19
ligand_Maybridge_HitDiscoverCmpd1022_reduced,10,-7.97,5.98
ligand_Maybridge_HitDiscoverCmpd10230_reduced,10,-9.92,7.53
ligand_Maybridge_HitDiscoverCmpd10231_reduced,10,-9.00,6.13
ligand_Maybridge_HitDiscoverCmpd10232_reduced,10,-9.78,6.74
ligand_Maybridge_HitDiscoverCmpd10233_reduced,10,-7.71,6.46
ligand_Maybridge_HitDiscoverCmpd10234_reduced,10,-8.39,6.95
ligand_Maybridge_HitDiscoverCmpd10235_reduced,10,-7.54,6.13
ligand_Maybridge_HitDiscoverCmpd10236_reduced,10,-6.20,5.01
ligand_Maybridge_HitDiscoverCmpd10237_reduced,10,-7.58,5.52
ligand_Maybridge_HitDiscoverCmpd10238_reduced,10,-11.19,6.95
ligand_Maybridge_HitDiscoverCmpd10239_reduced,10,-8.04,5.99
ligand_Maybridge_HitDiscoverCmpd1023_reduced,10,-11.73,7.98
ligand_Maybridge_HitDiscoverCmpd10240_reduced,10,-10.71,7.81
ligand_Maybridge_HitDiscoverCmpd10241_reduced,10,-11.28,7.66
ligand_Maybridge_HitDiscoverCmpd10242_reduced,10,-8.03,6.15
ligand_Maybridge_HitDiscoverCmpd10243_reduced,10,-7.35,6.76
ligand_Maybridge_HitDiscoverCmpd10244_reduced,10,-7.47,6.91
ligand_Maybridge_HitDiscoverCmpd10245_reduced,10,-9.42,6.64
ligand_Maybridge_HitDiscoverCmpd10246_reduced,10,-8.34,6.04
ligand_Maybridge_HitDiscoverCmpd10247_reduced,10,-8.66,5.79
ligand_Maybridge_HitDiscoverCmpd10248_reduced,10,-12.40,7.40
ligand_Maybridge_HitDiscoverCmpd10249_reduced,10,-9.75,6.31
ligand_Maybridge_HitDiscoverCmpd1024_reduced,10,-11.59,7.39
ligand_Maybridge_HitDiscoverCmpd10250_reduced,10,-10.65,7.42
ligand_Maybridge_HitDiscoverCmpd10251_reduced,10,-8.85,7.19
ligand_Maybridge_HitDiscoverCmpd10252_reduced,10,-10.19,7.11
ligand_Maybridge_HitDiscoverCmpd10253_reduced,10,-10.90,7.99
ligand_Maybridge_HitDiscoverCmpd10254_reduced,10,-9.03,7.25
ligand_Maybridge_HitDiscoverCmpd10255_reduced,10,-6.62,5.29
ligand_Maybridge_HitDiscoverCmpd10256_reduced,10,-8.94,6.23
ligand_Maybridge_HitDiscoverCmpd10257_reduced,10,-8.97,5.76
ligand_Maybridge_HitDiscoverCmpd10258_reduced,10,-10.62,7.59
ligand_Maybridge_HitDiscoverCmpd10259_reduced,10,-10.41,7.21
ligand_Maybridge_HitDiscoverCmpd1025_reduced,10,-9.54,6.41
ligand_Maybridge_HitDiscoverCmpd10260_reduced,10,-10.82,7.06
ligand_Maybridge_HitDiscoverCmpd10261_reduced,10,-9.13,7.85
ligand_Maybridge_HitDiscoverCmpd10262_reduced,10,-9.99,6.97
ligand_Maybridge_HitDiscoverCmpd10263_reduced,10,-10.29,7.22
ligand_Maybridge_HitDiscoverCmpd10264_reduced,10,-11.17,8.20
ligand_Maybridge_HitDiscoverCmpd10265_reduced,10,-9.38,6.40
ligand_Maybridge_HitDiscoverCmpd10266_reduced,10,-8.02,5.84
ligand_Maybridge_HitDiscoverCmpd10267_reduced,10,-10.59,8.48
ligand_Maybridge_HitDiscoverCmpd10268_reduced,10,-11.11,7.96
ligand_Maybridge_HitDiscoverCmpd10269_reduced,10,-11.35,7.51
ligand_Maybridge_HitDiscoverCmpd1026_reduced,10,-6.49,5.66
ligand_Maybridge_HitDiscoverCmpd10270_reduced,10,-9.07,6.12
ligand_Maybridge_HitDiscoverCmpd10271_reduced,10,-11.65,8.13
ligand_Maybridge_HitDiscoverCmpd10272_reduced,10,-9.63,7.13
ligand_Maybridge_HitDiscoverCmpd10273_reduced,10,-10.52,7.47
ligand_Maybridge_HitDiscoverCmpd10274_reduced,10,-12.26,8.15
ligand_Maybridge_HitDiscoverCmpd10275_reduced,10,-9.53,6.11
ligand_Maybridge_HitDiscoverCmpd10276_reduced,10,-6.49,5.68
ligand_Maybridge_HitDiscoverCmpd10277_reduced,10,-10.93,8.25
ligand_Maybridge_HitDiscoverCmpd10278_reduced,10,-9.06,7.56
ligand_Maybridge_HitDiscoverCmpd10279_reduced,10,-11.86,8.33
ligand_Maybridge_HitDiscoverCmpd1027_reduced,10,-11.52,6.71
ligand_Maybridge_HitDiscoverCmpd10280_reduced,10,-11.27,7.20
ligand_Maybridge_HitDiscoverCmpd10281_reduced,10,-9.29,5.88
ligand_Maybridge_HitDiscoverCmpd10282_reduced,10,-8.07,5.87
ligand_Maybridge_HitDiscoverCmpd10283_reduced,10,-11.38,7.07
ligand_Maybridge_HitDiscoverCmpd10284_reduced,10,-9.68,6.63
ligand_Maybridge_HitDiscoverCmpd10285_reduced,10,-8.09,6.10
ligand_Maybridge_HitDiscoverCmpd10286_reduced,10,-7.34,5.42
ligand_Maybridge_HitDiscoverCmpd10287_reduced,10,-10.18,7.96
ligand_Maybridge_HitDiscoverCmpd10288_reduced,10,-11.54,7.95
ligand_Maybridge_HitDiscoverCmpd10289_reduced,10,-12.39,8.20
ligand_Maybridge_HitDiscoverCmpd1028_reduced,10,-10.06,6.79
ligand_Maybridge_HitDiscoverCmpd10290_reduced,10,-10.15,6.94
ligand_Maybridge_HitDiscoverCmpd10291_reduced,10,-11.10,7.88
ligand_Maybridge_HitDiscoverCmpd10292_reduced,10,-8.71,6.74
ligand_Maybridge_HitDiscoverCmpd10293_reduced,10,-8.33,7.61
ligand_Maybridge_HitDiscoverCmpd10294_reduced,10,-6.82,5.92
ligand_Maybridge_HitDiscoverCmpd10295_reduced,10,-9.66,6.79
ligand_Maybridge_HitDiscoverCmpd10296_reduced,10,-7.44,7.63
ligand_Maybridge_HitDiscoverCmpd10297_reduced,10,-9.61,6.53
ligand_Maybridge_HitDiscoverCmpd10298_reduced,10,-12.49,7.97
ligand_Maybridge_HitDiscoverCmpd10299_reduced,10,-7.99,6.18
ligand_Maybridge_HitDiscoverCmpd1029_reduced,10,-10.03,6.90
ligand_Maybridge_HitDiscoverCmpd102_reduced,10,-5.78,4.64
ligand_Maybridge_HitDiscoverCmpd10300_reduced,10,-8.61,6.24
ligand_Maybridge_HitDiscoverCmpd10301_reduced,10,-8.18,5.96
ligand_Maybridge_HitDiscoverCmpd10302_reduced,10,-8.96,6.86
ligand_Maybridge_HitDiscoverCmpd10303_reduced,10,-7.50,6.16
ligand_Maybridge_HitDiscoverCmpd10304_reduced,10,-9.96,7.23
ligand_Maybridge_HitDiscoverCmpd10305_reduced,10,-10.07,7.45
ligand_Maybridge_HitDiscoverCmpd10306_reduced,10,-8.00,7.75
ligand_Maybridge_HitDiscoverCmpd10307_reduced,10,-8.61,6.83
ligand_Maybridge_HitDiscoverCmpd10308_reduced,10,-8.81,6.79
ligand_Maybridge_HitDiscoverCmpd10309_reduced,10,-9.13,6.00
ligand_Maybridge_HitDiscoverCmpd1030_reduced,10,-10.52,7.70
ligand_Maybridge_HitDiscoverCmpd10310_reduced,10,-8.24,6.40
ligand_Maybridge_HitDiscoverCmpd10311_reduced,10,-8.83,5.92
ligand_Maybridge_HitDiscoverCmpd10312_reduced,10,-6.48,5.77
ligand_Maybridge_HitDiscoverCmpd10313_reduced,10,-9.41,7.88
ligand_Maybridge_HitDiscoverCmpd10314_reduced,10,-7.21,6.04
ligand_Maybridge_HitDiscoverCmpd10315_reduced,10,-10.16,7.81
ligand_Maybridge_HitDiscoverCmpd10316_reduced,10,-6.81,7.49
ligand_Maybridge_HitDiscoverCmpd10317_reduced,10,-8.84,7.26
ligand_Maybridge_HitDiscoverCmpd10318_reduced,10,-9.44,7.71
ligand_Maybridge_HitDiscoverCmpd10319_reduced,10,-8.44,6.86
ligand_Maybridge_HitDiscoverCmpd1031_reduced,10,-11.86,7.63
ligand_Maybridge_HitDiscoverCmpd10320_reduced,10,-8.86,7.07
ligand_Maybridge_HitDiscoverCmpd10321_reduced,10,-11.72,8.01
